,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
66,SC20,RL,19900,4,Lvl,Inside,3,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,3,6,912,1,0,1035,1947,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,3,7,7,1,Attchd,1970.0,RFn,2,576,3,3,2,301,0,0,0,0,0,Jul,2010,WD,Normal,180000
67,SC20,RL,10665,3,Lvl,Inside,3,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,2,6,1013,1,0,440,1453,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,4,7,8,0,Attchd,2003.0,RFn,2,558,3,3,2,144,29,0,0,0,0,Jun,2007,WD,Normal,226000
68,SC30,RM,4608,4,Lvl,Corner,3,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,1,0,1,0,747,747,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,3,4,8,0,Attchd,1945.0,Unf,1,220,3,3,2,0,0,0,0,0,0,Jun,2010,WD,Normal,80000
69,SC50,RL,15593,4,Lvl,Corner,3,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,0,4,603,1,0,701,1304,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,3,7,8,1,Attchd,1953.0,Fin,2,667,3,3,2,0,21,114,0,0,0,Jul,2006,WD,Normal,225000
70,SC20,RL,13651,3,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,3,5,1880,1,0,343,2223,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,3,8,8,2,Attchd,1973.0,Fin,2,516,3,3,2,300,0,0,0,0,0,Feb,2007,WD,Normal,244000
71,SC20,RL,7599,4,Lvl,Corner,3,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,0,5,565,1,0,280,845,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,3,4,8,0,Detchd,1987.0,Unf,2,360,3,3,2,0,0,0,0,0,0,Jun,2007,WD,Normal,129500
72,SC60,RL,10141,3,Lvl,Corner,3,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,0,1,0,1,0,832,832,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,3,7,8,1,Attchd,1998.0,Fin,2,427,3,3,2,0,94,0,0,291,0,Dec,2009,WD,Normal,185000
73,SC20,RL,10200,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,0,5,320,4,362,404,1086,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,3,6,8,0,Attchd,1989.0,Unf,2,490,3,3,2,0,0,0,0,0,0,May,2010,WD,Normal,144900
74,SC50,RM,5790,4,Lvl,Corner,3,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,0,1,0,1,0,840,840,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,3,8,8,0,Detchd,1915.0,Unf,1,379,3,3,2,0,0,202,0,0,0,May,2010,WD,Normal,107400
75,SC180,RM,1596,4,Lvl,Inside,3,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,6,462,1,0,0,462,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,3,5,8,0,BuiltIn,1973.0,Unf,1,297,3,3,2,120,101,0,0,0,0,Nov,2009,WD,Normal,91000
76,SC20,RL,8475,3,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,228,1,0,724,952,5,Y,FuseA,952,0,0,952,0,0,1,0,2,3,4,8,0,Detchd,1956.0,Unf,1,283,3,3,2,0,0,0,0,0,0,Apr,2008,WD,Normal,135750
77,SC50,RM,8635,4,Lvl,Inside,3,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,4,336,6,41,295,672,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,3,6,7,0,Detchd,1948.0,Unf,1,240,3,3,2,0,0,0,0,0,0,Jan,2008,WD,Normal,127000
78,SC90,RL,10778,4,Lvl,Inside,3,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,1768,1768,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,3,8,8,0,No,1968.0,No,0,0,0,0,2,0,0,0,0,0,0,Apr,2010,WD,Normal,136500
79,SC50,RM,10440,4,Lvl,Corner,3,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,440,440,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,3,5,8,0,Detchd,1966.0,Unf,2,440,3,3,2,74,0,128,0,0,0,May,2009,WD,Normal,110000
80,SC60,RL,13000,4,Lvl,Corner,3,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,0,3,448,1,0,448,896,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,4,8,8,1,Attchd,1968.0,Fin,1,509,3,3,2,0,72,0,0,252,0,Jun,2009,WD,Normal,193500
81,SC120,RM,4500,4,Lvl,FR2,3,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,0,6,1201,1,0,36,1237,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,3,5,8,0,Attchd,1998.0,Fin,2,405,3,3,2,0,199,0,0,0,0,Mar,2006,WD,Normal,153500
82,SC20,RL,10206,4,Lvl,Inside,3,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,0,6,33,1,0,1530,1563,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,4,6,8,1,Attchd,2007.0,RFn,3,758,3,3,2,144,99,0,0,0,0,Oct,2008,WD,Normal,245000
83,SC20,RL,8892,3,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,0,1,0,1,0,1065,1065,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,3,6,8,0,Detchd,1974.0,Unf,2,461,3,3,2,74,0,0,0,0,0,Jul,2007,COD,Normal,126500
84,SC80,RL,8530,3,Lvl,Inside,3,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,0,1,0,1,0,384,384,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,3,7,8,1,BuiltIn,1995.0,Fin,2,400,3,3,2,120,72,0,0,0,700,May,2009,WD,Normal,168500
85,SC60,RL,16059,4,Lvl,Corner,3,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,0,1,0,1,0,1288,1288,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,4,9,8,1,Attchd,1991.0,Unf,2,462,3,3,2,127,82,0,0,0,0,Apr,2006,WD,Normal,260000
86,SC60,RL,11911,2,Lvl,Inside,3,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,684,684,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,4,6,8,1,BuiltIn,2005.0,Fin,2,400,3,3,2,100,38,0,0,0,0,Mar,2009,WD,Normal,174000
87,SC160,FV,3951,4,Lvl,Corner,3,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,2,1,0,1,0,612,612,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,4,4,8,0,Detchd,2009.0,RFn,2,528,3,3,2,0,234,0,0,0,0,Jun,2009,New,Partial,164500
88,SC50,C (all),8470,3,Lvl,Corner,3,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,0,1,0,1,0,1013,1013,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,2,6,8,0,No,1915.0,No,0,0,0,0,0,0,0,156,0,0,0,Oct,2009,ConLD,Abnorml,85000
89,SC20,RL,8070,4,Lvl,Inside,3,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,588,1,0,402,990,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,3,5,8,0,No,1994.0,No,0,0,0,0,2,0,0,0,0,0,0,Aug,2007,WD,Normal,123600
90,SC20,RL,7200,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,3,4,8,0,Detchd,1950.0,Unf,2,420,3,3,2,0,29,0,0,0,0,Jul,2006,WD,Normal,109900
91,SC20,RL,8500,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,0,3,600,1,0,635,1235,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,3,6,8,0,Attchd,1961.0,Unf,2,480,3,3,2,0,0,0,0,0,0,Dec,2006,WD,Abnorml,98600
92,SC30,RL,13360,3,HLS,Inside,3,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,0,5,713,1,0,163,876,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,3,5,8,0,Detchd,1921.0,Unf,2,432,3,3,2,0,0,44,0,0,0,Aug,2009,WD,Normal,163500
93,SC190,C (all),7200,4,Lvl,Corner,3,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,3,1046,1,0,168,1214,5,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,3,9,8,1,Detchd,1900.0,Unf,2,506,3,3,2,0,0,0,0,99,0,Nov,2007,WD,Normal,133900
94,SC60,RL,9337,3,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,0,6,648,1,0,176,824,5,Y,SBrkr,905,881,0,1786,1,0,2,1,3,4,7,8,0,Attchd,1997.0,RFn,2,684,3,3,2,0,162,0,0,0,0,May,2007,WD,Normal,204750
95,SC60,RL,9765,2,Lvl,Corner,3,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,0,5,310,1,0,370,680,4,Y,SBrkr,680,790,0,1470,0,0,2,1,3,3,6,8,1,BuiltIn,1993.0,Fin,2,420,3,3,2,232,63,0,0,0,480,Apr,2009,WD,Normal,185000
96,SC20,RL,10264,3,Lvl,Inside,3,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,2,5,1162,1,0,426,1588,5,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,4,6,8,0,Attchd,1999.0,RFn,2,472,3,3,2,158,29,0,0,0,0,Aug,2006,WD,Normal,214000
97,SC20,RL,10921,4,HLS,Inside,3,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,0,3,520,1,0,440,960,3,Y,FuseF,960,0,0,960,1,0,1,0,3,3,6,8,0,Attchd,1965.0,Fin,1,432,3,3,1,120,0,0,0,0,0,May,2007,WD,Normal,94750
98,SC30,RL,10625,4,Lvl,Corner,3,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,5,108,1,0,350,458,2,N,SBrkr,835,0,0,835,0,0,1,0,2,3,5,8,0,Basment,1920.0,Unf,1,366,2,3,2,0,0,77,0,0,400,May,2010,COD,Abnorml,83000
99,SC20,RL,9320,3,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0,5,569,1,0,381,950,2,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,3,6,8,0,No,1959.0,No,0,0,0,0,2,352,0,0,0,0,400,Jan,2010,WD,Normal,128950
100,SC20,RL,10603,3,Lvl,Inside,3,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3,3,1,5,1200,1,0,410,1610,4,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,4,6,8,2,Attchd,1977.0,RFn,2,480,3,3,2,168,68,0,0,0,0,Feb,2010,WD,Normal,205000
101,SC60,RL,9206,4,Lvl,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,0,1,0,1,0,741,741,3,Y,SBrkr,977,755,0,1732,0,0,2,1,3,4,7,8,1,Attchd,1985.0,Fin,2,476,3,3,2,192,46,0,0,0,0,Jun,2010,WD,Normal,178000
102,SC90,RL,7018,4,Bnk,Inside,3,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,0.0,3,2,Slab,0,0,0,0,0,0,0,0,0,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,3,8,8,0,Attchd,1979.0,Unf,2,410,3,3,2,0,0,0,0,0,0,Jun,2009,WD,Alloca,118964
103,SC20,RL,10402,3,Lvl,Corner,3,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0,1,0,1226,1226,5,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,4,6,8,0,Attchd,2009.0,RFn,3,740,3,3,2,0,36,0,0,0,0,May,2010,WD,Normal,198900
104,SC50,RM,7758,4,Lvl,Corner,3,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,0,2,224,1,0,816,1040,5,Y,FuseF,1226,592,0,1818,0,0,1,1,4,3,7,8,2,Detchd,1951.0,Unf,1,240,3,3,2,0,0,0,0,184,0,Jun,2007,WD,Normal,169500
105,SC60,FV,9375,4,Lvl,Inside,3,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,0,1,0,1,0,1053,1053,5,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,4,9,8,1,Attchd,2003.0,RFn,2,648,3,3,2,140,45,0,0,0,0,Aug,2008,WD,Normal,250000
106,SC30,RM,10800,4,Lvl,Inside,3,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,0,1,0,1,0,641,641,4,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,3,6,8,0,Detchd,1954.0,Unf,1,273,2,2,0,0,0,0,0,0,450,Aug,2007,WD,Normal,100000
107,SC20,RM,6000,4,Lvl,Inside,3,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,104,4,169,516,789,5,Y,SBrkr,789,0,0,789,0,0,1,0,2,3,5,8,0,Detchd,1948.0,Unf,1,250,3,3,2,0,0,0,0,0,0,Apr,2008,WD,Partial,115000
108,SC50,RM,8500,4,Lvl,Corner,3,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,793,793,3,N,FuseF,997,520,0,1517,0,0,2,0,3,2,7,8,0,No,1919.0,No,0,0,0,0,0,0,0,144,0,0,0,Aug,2007,WD,Normal,115000
109,SC20,RL,11751,3,Lvl,Inside,3,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,0,4,705,1,0,1139,1844,5,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,3,7,8,1,Attchd,1977.0,RFn,2,546,3,3,2,0,122,0,0,0,0,Jan,2010,COD,Normal,190000
110,SC50,RL,9525,4,Lvl,Inside,3,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,0,3,444,1,0,550,994,4,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,3,7,8,0,Attchd,1954.0,Unf,1,325,3,3,2,182,0,0,0,0,0,Oct,2006,WD,Normal,136900
111,SC80,RL,7750,3,Lvl,Inside,3,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,250,1,0,134,384,5,Y,SBrkr,774,656,0,1430,0,0,2,1,3,3,7,8,1,BuiltIn,2000.0,Fin,2,400,3,3,2,180,0,0,0,0,0,Apr,2010,WD,Normal,180000
112,SC60,RL,9965,4,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,220.0,4,3,PConc,5,3,2,6,984,1,0,280,1264,5,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,5,10,8,1,BuiltIn,2007.0,Fin,3,792,3,3,2,120,184,0,0,168,0,Oct,2007,New,Partial,383970
113,SC20,RL,21000,4,Bnk,Corner,3,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,1,5,35,3,869,905,1809,3,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,4,7,8,2,Basment,1953.0,Unf,2,450,3,3,2,166,120,192,0,0,0,Oct,2007,COD,Abnorml,217000
114,SC70,RL,7259,3,Lvl,Inside,2,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,5,774,2,150,104,1028,5,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,4,9,8,1,Detchd,1945.0,Unf,1,180,3,3,2,224,0,0,0,0,0,Jul,2007,WD,Normal,259500
115,SC160,FV,3230,4,Lvl,Corner,3,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,0,6,419,1,0,310,729,4,Y,SBrkr,729,729,0,1458,0,0,2,1,2,3,5,8,1,Detchd,1999.0,Unf,2,440,3,3,2,0,32,0,0,0,0,Jun,2007,WD,Normal,176000
116,SC20,RL,11616,4,Lvl,Inside,3,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,3,3,CBlock,3,3,0,2,170,4,670,252,1092,3,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,3,6,8,1,Attchd,1962.0,Unf,1,288,3,3,2,0,20,144,0,0,0,Sep,2009,WD,Normal,139000
117,SC20,RL,8536,4,Lvl,Corner,3,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0,1,0,1125,1125,4,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,3,5,8,0,Attchd,2007.0,Unf,2,430,3,3,2,80,64,0,0,0,0,Apr,2007,New,Partial,155000
118,SC60,RL,12376,4,Lvl,Corner,3,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,None,0.0,3,3,PConc,4,3,1,6,1470,1,0,203,1673,4,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,4,11,8,2,Attchd,1990.0,Unf,3,594,3,3,2,367,0,0,0,0,0,May,2010,WD,Normal,320000
119,SC60,RL,8461,4,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,728,728,5,Y,SBrkr,728,728,0,1456,0,0,2,1,3,4,8,8,1,Attchd,2005.0,Fin,2,390,3,3,2,0,24,0,0,0,0,Jul,2006,New,Partial,163990
120,SC80,RL,21453,3,Low,CulDSac,1,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,938,1,0,0,938,5,Y,SBrkr,988,0,0,988,1,0,1,0,1,3,4,8,2,Attchd,1969.0,Unf,2,540,3,3,2,0,130,0,130,0,0,Oct,2006,WD,Normal,180000
121,SC50,RM,6060,4,Lvl,Inside,3,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,732,732,4,Y,SBrkr,772,351,0,1123,0,0,1,0,3,3,4,8,0,Detchd,1979.0,Unf,1,264,3,3,1,0,0,140,0,0,0,Jun,2007,WD,Normal,100000
122,SC20,RL,9464,4,Lvl,Corner,3,NAmes,Norm,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3,3,0,4,570,1,0,510,1080,4,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,3,5,8,0,Attchd,1958.0,Unf,1,288,3,3,2,0,0,0,0,130,0,Jun,2008,WD,Normal,136000
123,SC120,RL,7892,4,Lvl,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,Plywood,Plywood,None,0.0,4,3,PConc,4,3,0,6,300,1,0,899,1199,5,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,4,5,8,0,Attchd,1993.0,RFn,2,530,3,3,2,0,63,0,0,0,0,Mar,2008,WD,Normal,153900
124,SC20,RL,17043,3,Lvl,CulDSac,3,NWAmes,Norm,1Fam,1Story,6,5,1979,1998,Gable,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,2,0,1,0,1,0,1362,1362,3,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,3,7,8,1,Attchd,1979.0,Unf,2,435,3,3,2,192,0,0,0,0,0,Jan,2009,WD,Normal,181000
125,SC190,RM,6780,4,Lvl,Inside,3,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,2,6,490,1,0,30,520,4,N,SBrkr,520,0,234,754,1,0,1,0,2,3,5,8,0,No,1935.0,No,0,0,0,0,0,53,0,0,0,0,0,Jun,2006,WD,Normal,84500
126,SC120,RL,4928,3,Lvl,Inside,3,NPkVill,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,5,120,1,0,958,1078,3,Y,SBrkr,958,0,0,958,0,0,2,0,2,3,5,8,1,Attchd,1977.0,RFn,2,440,3,3,2,0,205,0,0,0,0,Feb,2007,WD,Normal,128000
127,SC45,RM,4388,3,Bnk,Inside,3,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,1950,Gable,WdShing,Wd Sdng,None,0.0,3,4,BrkTil,3,3,0,2,116,1,0,556,672,5,Y,SBrkr,840,0,0,840,0,0,1,0,3,3,5,8,1,No,1930.0,No,0,0,0,0,0,0,0,0,0,0,0,Jun,2007,WD,Normal,87000
128,SC60,RL,7590,4,Lvl,Inside,3,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,266.0,3,3,CBlock,3,3,0,4,512,1,0,148,660,3,Y,SBrkr,660,688,0,1348,0,0,1,1,3,3,6,8,1,Attchd,1966.0,RFn,2,453,3,3,2,188,108,0,0,0,0,Jul,2006,WD,Normal,155000
129,SC20,RL,8973,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,7,1958,1991,Gable,Plywood,Plywood,BrkFace,85.0,3,3,CBlock,3,3,0,3,567,4,28,413,1008,3,Y,FuseA,1053,0,0,1053,0,1,1,1,3,5,6,8,0,2Types,1998.0,RFn,2,750,3,3,2,0,80,0,180,0,0,Jul,2006,WD,Abnorml,150000
130,SC60,RL,14200,4,Lvl,Corner,3,NAmes,Norm,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,309.0,3,3,CBlock,3,3,0,3,445,1,0,479,924,5,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,4,8,8,2,Attchd,1966.0,Fin,2,487,3,3,2,105,66,0,0,0,0,May,2006,WD,Normal,226000
131,SC60,RL,12224,3,Lvl,Corner,3,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,0,6,695,1,0,297,992,5,Y,SBrkr,1022,1032,0,2054,1,0,2,1,3,4,7,8,1,BuiltIn,2000.0,RFn,2,390,3,3,2,24,48,0,0,0,0,Jul,2009,WD,Normal,244000
132,SC20,RL,7388,4,Lvl,Corner,3,NAmes,Norm,1Fam,1Story,5,6,1959,2002,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,3,405,1,0,658,1063,4,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,4,7,8,0,Detchd,1974.0,Unf,2,624,3,3,2,0,0,0,0,0,0,Jul,2007,WD,Normal,150750
133,SC20,RL,6853,3,Lvl,Inside,3,Timber,Norm,1Fam,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,136.0,4,3,PConc,5,3,0,6,1005,1,0,262,1267,5,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,4,6,8,0,Attchd,2001.0,Fin,2,471,3,3,2,192,25,0,0,0,0,Jun,2009,WD,Normal,220000
